Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver1	2017-02-01 17:59:00	2017-02-01 18:13:00	14.0	Break	1.0	1.0	ndd	first	split_1	B_T0	1	2	
driver1	2017-02-01 18:13:00	2017-02-01 18:16:00	3.0	Driving	1.0	1.0	ndd	first	split_1	A	1	2	
driver1	2017-02-01 18:16:00	2017-02-01 18:18:00	2.0	Other	1.0	1.0	ndd	first	split_1	A	1	2	
driver1	2017-02-01 18:18:00	2017-02-01 18:20:00	2.0	Driving	1.0	1.0	ndd	first	split_1	A	1	2	
driver1	2017-02-01 18:20:00	2017-02-01 18:43:00	23.0	Other	1.0	1.0	ndd	first	split_1	A	1	2	
driver1	2017-02-01 18:43:00	2017-02-01 18:45:00	2.0	Driving	1.0	1.0	ndd	first	split_1	A	1	2	
driver1	2017-02-01 18:45:00	2017-02-01 18:47:00	2.0	Break	1.0	1.0	ndd	first	split_1	B_T0	1	2	
driver1	2017-02-01 18:47:00	2017-02-01 19:12:00	25.0	Driving	1.0	1.0	ndd	first	split_1	A	1	2	
driver1	2017-02-01 19:12:00	2017-02-01 19:42:00	30.0	Break	1.0	1.0	ndd	first	split_1	B_T2	1	2	
driver1	2017-02-01 19:42:00	2017-02-01 21:35:00	113.0	Driving	1.0	1.0	ndd	first	split_2	A	1	2	
driver1	2017-02-01 21:35:00	2017-02-01 22:34:00	59.0	Break	1.0	1.0	ndd	first	split_2	B_T3	1	2	
driver1	2017-02-01 22:34:00	2017-03-01 00:56:00	142.0	Driving	1.0	1.0	ndd	second	uninterrupted	A	1	2	
driver1	2017-03-01 00:56:00	2017-03-01 00:59:00	3.0	Other	1.0	1.0	ndd	second	uninterrupted	A	1	2	
driver1	2017-03-01 00:59:00	2017-03-01 01:00:00	1.0	Driving	1.0	1.0	ndd	second	uninterrupted	A	1	2	
driver1	2017-03-01 01:00:00	2017-03-01 01:02:00	2.0	Other	1.0	1.0	ndd	second	uninterrupted	A	1	2	
driver1	2017-03-01 01:02:00	2017-03-01 01:05:00	3.0	Driving	1.0	1.0	ndd	second	uninterrupted	A	1	2	
driver1	2017-03-01 01:05:00	2017-03-01 16:20:00	915.0	Break	1.0	1.0	ndd	second	uninterrupted	DR_T1	1	2	
driver1	2017-06-01 07:36:00	2017-06-01 07:38:00	2.0	Driving	1.0	5.0	ndd	first	split_1	A	1	2	
driver1	2017-06-01 07:38:00	2017-06-01 07:44:00	6.0	Other	1.0	5.0	ndd	first	split_1	A	1	2	
driver1	2017-06-01 07:44:00	2017-06-01 07:59:00	15.0	Break	1.0	5.0	ndd	first	split_1	B_T2	1	2	
driver1	2017-06-01 07:59:00	2017-06-01 08:00:00	1.0	Driving	1.0	5.0	ndd	first	split_2	A	1	2	
driver1	2017-06-01 08:00:00	2017-06-01 08:07:00	7.0	Break	1.0	5.0	ndd	first	split_2	B_T0	1	2	
driver1	2017-06-01 08:07:00	2017-06-01 08:08:00	1.0	Other	1.0	5.0	ndd	first	split_2	A	1	2	
driver1	2017-06-01 08:08:00	2017-06-01 12:26:00	258.0	Driving	1.0	5.0	ndd	first	split_2	A	1	2	
driver1	2017-06-01 12:26:00	2017-06-01 13:14:00	48.0	Break	1.0	5.0	ndd	first	split_2	B_T3	1	2	
driver1	2017-06-01 13:14:00	2017-06-01 14:04:00	50.0	Driving	1.0	5.0	ndd	second	uninterrupted	A	1	2	
driver1	2017-06-01 14:04:00	2017-06-01 23:11:00	547.0	Break	1.0	5.0	ndd	second	uninterrupted	DR_T2	1	2	
driver1	2017-10-01 09:47:00	2017-10-01 09:53:00	6.0	Driving	2.0	8.0	none	none	uninterrupted	A	0	2	
driver1	2017-10-01 09:53:00	2017-10-01 09:58:00	5.0	Other	2.0	8.0	none	none	uninterrupted	A	0	2	
driver1	2017-10-01 09:58:00	2017-10-01 10:01:00	3.0	Driving	2.0	8.0	none	none	uninterrupted	A	0	2	
driver1	2017-10-01 10:01:00	2017-10-01 10:07:00	6.0	Idle	2.0	8.0	none	none	uninterrupted	I	0	2	
driver1	2017-10-01 10:07:00	2017-10-01 10:09:00	2.0	Driving	2.0	8.0	none	none	uninterrupted	A	0	2	
